Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,mpaa_rating,added_to_netflix,flixable_url,totalSeasons
Young Adult,2011,R,16 Dec 2011,94 min,"Comedy, Drama",Jason Reitman,Diablo Cody,"Charlize Theron, Patton Oswalt, Patrick Wilson, Elizabeth Reaser","Soon after her divorce, a fiction writer returns to her home in small-town Minnesota, looking to rekindle a romance with her ex-boyfriend, who is now happily married and has a newborn daughter.",English,USA,Nominated for 1 Golden Globe. Another 3 wins & 32 nominations.,https://m.media-amazon.com/images/M/MV5BMTc4NzgyMjQwMV5BMl5BanBnXkFtZTcwNjMxODcwNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.2,"76,349",tt1625346,movie,13 Mar 2012,"$16,295,033",Paramount Studios,N/A,True,R,"November 20, 2019",http://www.flixable.com/title/70173046/,
"Yours, Mine and Ours",2005,,,,,,,,,,,,,,,,,,,,,,,,PG,"November 20, 2019",http://www.flixable.com/title/70039187/,
Zodiac,2007,R,02 Mar 2007,157 min,"Crime, Drama, Mystery, Thriller",David Fincher,"James Vanderbilt (screenplay), Robert Graysmith (book)","Jake Gyllenhaal, Mark Ruffalo, Anthony Edwards, Robert Downey Jr.","In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",English,USA,3 wins & 70 nominations.,https://m.media-amazon.com/images/M/MV5BN2UwNDc5NmEtNjVjZS00OTI5LWE5YjctMWM3ZjBiZGYwMGI2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.7,"413,755",tt0443706,movie,24 Jul 2007,"$33,000,000",Paramount Pictures,N/A,True,R,"November 20, 2019",http://www.flixable.com/title/70044686/,
Iliza Shlesinger: Unveiled,2019,N/A,19 Nov 2019,78 min,Comedy,Steve Paley,Iliza Shlesinger,"Darren Capozzi, Iliza Shlesinger","Iliza Shelsinger in her fifth Netflix stand-up special, discussing marriage and its traditions.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNWY1NGRhMjctMTFjNi00N2QyLTk0NTEtZWM4Yzg5ZTc0OWUyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,637,tt11163008,movie,N/A,N/A,N/A,N/A,True,TV-MA,"November 19, 2019",http://www.flixable.com/title/81073633/,
Miss Culinary,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"November 19, 2019",http://www.flixable.com/title/81152642/,
No Time for Shame,2019,N/A,19 Nov 2019,N/A,Reality-TV,N/A,N/A,Edwin Salinas,"The story of Argentinian fashion designer Santiago Artemis. Extravagant and unique, how he became who he is.",Spanish,Argentina,N/A,https://m.media-amazon.com/images/M/MV5BNTA5MjNlMTktYzk4My00MDI5LWJkNmEtZThjYWQ1Y2QzMzAwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,26,tt11215130,series,,,,,True,TV-MA,"November 19, 2019",http://www.flixable.com/title/81105522/,N/A
Candy Online,2019,N/A,16 Nov 2019,N/A,N/A,N/A,N/A,"Wan-Ru Zhan, Wen-Shan Chen, Cheng-Chun Chung, Yi-Pei He",N/A,Chinese,Taiwan,N/A,https://m.media-amazon.com/images/M/MV5BNTk2MWQwOTEtMjFjOS00NDY2LWE4NGEtZjZmZTBhYTc1ZGU4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11330500,series,,,,,True,TV-MA,"November 17, 2019",http://www.flixable.com/title/81191473/,N/A
The Crown,2019,N/A,17 Mar 2019,N/A,Documentary,N/A,N/A,Richard Roxburgh,N/A,English,Australia,N/A,N/A,[],N/A,N/A,N/A,tt9772698,series,,,,,True,TV-MA,"November 17, 2019",http://www.flixable.com/title/80025678/,N/A
Drive,2011,R,16 Sep 2011,100 min,"Crime, Drama",Nicolas Winding Refn,"Hossein Amini (screenplay), James Sallis (book)","Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor in this action drama.,"English, Spanish",USA,Nominated for 1 Oscar. Another 80 wins & 177 nominations.,https://m.media-amazon.com/images/M/MV5BZjY5ZjQyMjMtMmEwOC00Nzc2LTllYTItMmU2MzJjNTg1NjY0XkEyXkFqcGdeQXVyNjQ1MTMzMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.8,"539,085",tt0780504,movie,31 Jan 2012,"$34,300,000",FilmDistrict,N/A,True,R,"November 16, 2019",http://www.flixable.com/title/70189289/,
Iron Sky: The Coming Race,2019,N/A,19 Jul 2019,90 min,"Action, Adventure, Comedy, Sci-Fi",Timo Vuorensola,"Dalan Musson, Jarmo Puskala (based on story by), Johanna Sinisalo (based on story by), Samuli Torssonen (based on story by), Timo Vuorensola","Lara Rossi, Vladimir Burlakov, Kit Dale, Julia Dietze",A follow-up to the film Iron Sky (2012) in which Nazis plan to take over the world after lying dormant in a secret military base on the moon.,"English, German","Finland, Germany, Belgium",N/A,https://m.media-amazon.com/images/M/MV5BZDVhNDQxYzktMjUyMS00Njk0LWJjMDAtZWM3M2ZkZGI1M2Q2XkEyXkFqcGdeQXVyOTc0NjcxNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}]",N/A,5.0,"6,238",tt3038708,movie,19 Jul 2019,N/A,Vertical Entertainment,N/A,True,TV-MA,"November 16, 2019",http://www.flixable.com/title/81132624/,
Jeff Dunham: All Over the Map,2014,TV-14,16 Nov 2014,83 min,Comedy,Rob Dipple,Jeff Dunham,"Jeff Dunham, Jeff Rothpan","In this documentary/stand-up special, Jeff takes his friends in the suitcase all around the world, performing in places such as Iceland, Norway, Abu Dhabi, United Arab Emirates, London, and Israel.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BY2JhZWFiZjAtY2JlYS00MmJmLWE4ZjktZTc2NGE0YzBkZjQxL2ltYWdlXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,697,tt4209802,movie,N/A,N/A,N/A,N/A,True,TV-14,"November 16, 2019",http://www.flixable.com/title/80013267/,
Suffragette,2015,PG-13,12 Oct 2015,106 min,"Biography, Drama, History",Sarah Gavron,Abi Morgan,"Anne-Marie Duff, Grace Stottor, Geoff Bell, Carey Mulligan","In 1912 London, a young working mother is galvanized into radical political activism supporting the right for women to vote, and is willing to meet violence with violence to achieve this end.",English,"UK, France",17 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BMjA2NDYxOTI1MV5BMl5BanBnXkFtZTgwOTgyMjU3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.9,"35,539",tt3077214,movie,02 Feb 2016,"$7,189,725",Focus Features,N/A,True,PG-13,"November 16, 2019",http://www.flixable.com/title/80046819/,
The Green Inferno,2013,R,25 Sep 2015,100 min,"Adventure, Horror",Eli Roth,"Guillermo Amoedo (screenplay), Eli Roth (screenplay)","Lorenza Izzo, Ariel Levy, Daryl Sabara, Kirby Bliss Blanton","A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished.","English, Spanish","USA, Spain, Chile, Peru",1 win & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTE0MjgzMjk5MzdeQTJeQWpwZ15BbWU4MDM5OTM1MTYx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,5.3,"34,746",tt2403021,movie,05 Jan 2016,"$7,154,957",High Top Releasing,N/A,True,R,"November 16, 2019",http://www.flixable.com/title/70293315/,
At the Dolphin Bay,2003,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"November 15, 2019",http://www.flixable.com/title/81179844/,
Earthquake Bird,2019,R,15 Nov 2019,107 min,"Crime, Drama, Mystery, Romance, Thriller",Wash Westmoreland,"Susanna Jones (based on the novel by), Wash Westmoreland (written for the screen by)","Alicia Vikander, Kiki Sukezane, Kenichi Masuda, Chiaki Kawamo","An enigmatic translator with a dark past is brought in for questioning after an ex-pat friend, who came between her and her photographer boyfriend, ends up missing and presumed dead.","English, Japanese","UK, Japan, USA",N/A,https://m.media-amazon.com/images/M/MV5BZDA2NjRkNTktMDg3YS00OTVhLTlmOGMtYWZkMGQyYjVhZjJhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,5.9,"8,842",tt8178486,movie,15 Nov 2019,N/A,Netflix,N/A,True,R,"November 15, 2019",http://www.flixable.com/title/80244457/,
El sendero de la anaconda,2019,N/A,27 Jun 2019,73 min,Documentary,Alessandro Angulo,N/A,N/A,N/A,"English, Spanish",Colombia,1 nomination.,https://m.media-amazon.com/images/M/MV5BZjhjYTlhMDEtMDM4NS00ZmJhLTkwNTQtODE5MjFmZGQ0MGQ4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,120,tt10577906,movie,N/A,N/A,N/A,N/A,True,TV-PG,"November 15, 2019",http://www.flixable.com/title/81196441/,
GO! The Unforgettable Party,2019,N/A,15 Nov 2019,60 min,Family,Mauro Scandolari,N/A,"Rebecca Davis, Marley Estrada, José Giménez-Zapiola, Pilar Pascual","The story revolves around a girl whose happy about being able to spend a vacation with her day and Lupe, Mercedes, Juanma and Alvaro arrives at the same hotel by surprise, and brings the school drama with them.",Spanish,Argentina,N/A,https://m.media-amazon.com/images/M/MV5BNjlmMWU2NmUtNGIzOS00YzkyLTg0NjYtZjNhN2FiYmY4ZjA5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,32,tt11162974,movie,N/A,N/A,N/A,N/A,True,TV-PG,"November 15, 2019",http://www.flixable.com/title/81162089/,
Guna 369,2019,N/A,01 Aug 2019,146 min,"Action, Drama",Arjun Jandyala,Arjun Jandyala,"Kartikeya Gummakonda, Anagha L.K., Adithya Menon",Guna (Karthikeya) is a happy-go-lucky guy who believes the solution to solving issues is not through violence but through compromise. But what happens when he's forced to the extremes by someone close to him?,Telugu,India,N/A,https://m.media-amazon.com/images/M/MV5BMjBjYmMzZjUtOTc1Ny00MTVlLWEwZGEtZGE5ZTA2ZjNiMzQwXkEyXkFqcGdeQXVyNDc2NzU1MTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,167,tt10638296,movie,N/A,N/A,N/A,N/A,True,TV-MA,"November 15, 2019",http://www.flixable.com/title/81217737/,
House Arrest,2019,N/A,15 Nov 2019,104 min,Comedy,"Samit Basu, Shashanka Ghosh",Samit Basu,"Ali Fazal, Shriya Pilgaonkar, Jim Sarbh, Barkha Singh",Karan may want to shut the door on the world but the world won't stop ringing his doorbell. Who will he let in?,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BOTA1YmE5MmMtYjNlNS00NTQzLTgzM2QtNWI0MTY0NTViZWZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,945,tt11163028,movie,N/A,N/A,N/A,N/A,True,TV-14,"November 15, 2019",http://www.flixable.com/title/81076114/,
I'm with the Band: Nasty Cherry,2019,N/A,15 Nov 2019,N/A,Documentary,N/A,N/A,"Gabrielle Bechtel, Chloe Chaidez, Nasty Cherry, Debbie Knox-Hewson",An unscripted docu-series following a musical artist or band and their entourage as they prepare for and embark on tour.,N/A,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjUxZDEwMWYtOTM0YS00NDVlLThjYWQtZDQ2ZGVmN2VjMTQzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,91,tt6233916,series,,,,,True,TV-MA,"November 15, 2019",http://www.flixable.com/title/80217594/,N/A
Inheritors,2013,N/A,01 Sep 2013,N/A,Short,Chidi Ozieh,"Robert Garrett, Chuck Oyem","Jordan Auslander, Sean Boyce Johnson, Ellie Foumbi, Paul Mann",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMGIwOTdjNzUtYTUyNy00OTBmLThlZDUtNGIxZmM5MDA5MDJmXkEyXkFqcGdeQXVyOTc0Mzk0NQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt3810752,movie,N/A,N/A,N/A,N/A,True,TV-14,"November 15, 2019",http://www.flixable.com/title/81033650/,
K-On!,2010,,,,,,,,,,,,,,,,,,,,,,,,TV-PG,"November 15, 2019",http://www.flixable.com/title/80003477/,
K-on! the movie,2011,TV-14,03 Dec 2011,110 min,"Animation, Adventure, Comedy, Family, Music",Naoko Yamada,"Kakifly (manga), Reiko Yoshida (screenplay), Tony Oliver (english script)","Stephanie Sheh, Cristina Valenzuela, Cassandra Lee Morris, Shelby Lindley","In this continuation of the K-On anime, the girls from the band ""After School Tea Time"" go on a trip to London.",Japanese,Japan,1 nomination.,https://m.media-amazon.com/images/M/MV5BZDM5YzJiMzAtNTIwZS00YjIzLTg3MGYtYmNlZmVjNjMxMmI3XkEyXkFqcGdeQXVyMTA0OTc2NzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"1,074",tt1909796,movie,21 May 2013,N/A,Section 23,N/A,True,TV-PG,"November 15, 2019",http://www.flixable.com/title/80093820/,
Klaus,2019,PG,15 Nov 2019,96 min,"Animation, Adventure, Comedy, Family","Sergio Pablos, Carlos Martínez López(co-director)","Sergio Pablos (original story by), Sergio Pablos (screenplay by), Jim Mahoney (screenplay by), Zach Lewis (screenplay by)","Jason Schwartzman, J.K. Simmons, Rashida Jones, Will Sasso","A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.","English, Saami","Spain, UK",16 nominations.,https://m.media-amazon.com/images/M/MV5BMWYwOThjM2ItZGYxNy00NTQwLWFlZWEtM2MzM2Q5MmY3NDU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,8.3,"38,067",tt4729430,movie,N/A,N/A,N/A,N/A,True,PG,"November 15, 2019",http://www.flixable.com/title/80183187/,
La Robe De Mariee Des Cieux,2004,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"November 15, 2019",http://www.flixable.com/title/81179882/,
Llama Llama,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-Y,"November 15, 2019",http://www.flixable.com/title/80115338/,
My MVP Valentine,2002,N/A,21 Jul 2002,46 min,N/A,N/A,N/A,"Hsing-shu Yen, Angela Shao-Han Chang, Tony Sun, Hsing-Wen Li","A young man whose life revolves around basketball must give up what he loves the most to repent for a horrible tragedy. Tuan Chen-Feng (Hsing-shu Yen), a talented high school basketball ...",Mandarin,Taiwan,N/A,https://m.media-amazon.com/images/M/MV5BZWM5Y2Q4ZmItZDZhYi00OTAzLWEzZTAtZDVlNDgyZWUyY2IwL2ltYWdlXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,8,tt6286390,series,,,,,True,TV-PG,"November 15, 2019",http://www.flixable.com/title/81179821/,N/A
My Sassy Girl,2017,N/A,29 May 2017,N/A,"Comedy, Romance",N/A,N/A,"Yeon-Seo Oh, Joo Won, Woong-in Jeong, Jung Shin Lee","A love story of a cold city scholar Gyun Woo, who's known as ""Joseon's national treasure"", and the sassy princess Hye Myung in a Joseon Dynasty era.",Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BZGJhZjJhM2YtMzgxNy00OGMwLWJhM2YtNzQ5ZTNmMWJmNDNlXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,203,tt6175760,series,,,,,True,TV-14,"November 15, 2019",http://www.flixable.com/title/81033645/,1
SunGanges,2018,,,,,,,,,,,,,,,,,,,,,,,,TV-PG,"November 15, 2019",http://www.flixable.com/title/81217749/,
The 24 Hour War,2016,N/A,N/A,99 min,"Documentary, History","Nate Adams, Adam Carolla",N/A,"Charlie Agapiou, Mario Andretti, A.J. Baime, Bob Bondurant","In the early 1960s, Henry Ford II and Enzo Ferrari went to war on the battlefield of Le Mans. This epic battle saw drivers lose their lives, family dynasties nearly collapse and the development of a new race car that changed racing.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYTA1Y2JlNGQtM2UyMi00OTUyLThmYzEtNDIxYWQ3OGMxOWFiXkEyXkFqcGdeQXVyMjg1NjIxODQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.3,837,tt4875844,movie,22 Nov 2016,N/A,N/A,N/A,True,TV-14,"November 15, 2019",http://www.flixable.com/title/80158800/,
The Club,2019,N/A,15 Nov 2019,30 min,"Comedy, Drama",N/A,Camila Ibarra,"Alejandro Speitzer, Minnie West, Jorge Caballero, Ana Gonzalez Bello","Dealing with the pressure of his father and his need to be someone, Pablo decides to start a new shady, tricky business that will lead him to some happy but tragic experiences.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BMWZlNDUyYjktZTYzNC00YTllLWE1YWYtYjU5ZmYzMTliYTMyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,235,tt10833132,series,,,,,True,TV-MA,"November 15, 2019",http://www.flixable.com/title/80238391/,N/A
The Garden of Words,2013,TV-14,31 May 2013,46 min,"Animation, Drama, Romance",Makoto Shinkai,Makoto Shinkai,"Miyu Irino, Kana Hanazawa, Fumi Hirano, Gou Maeda",A 15-year-old boy and 27-year-old woman find an unlikely friendship one rainy day in the Shinjuku Gyoen National Garden.,"Japanese, English",Japan,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNGYwMzQ5MjAtYWFjMy00ZTc1LTlkODQtM2Q5YzYzOWVkYTdhXkEyXkFqcGdeQXVyNjY1OTY4MTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"28,436",tt2591814,movie,06 Aug 2013,N/A,N/A,N/A,True,TV-14,"November 15, 2019",http://www.flixable.com/title/70291121/,
The Stranded,2019,N/A,15 Nov 2019,40 min,"Adventure, Drama, Mystery",N/A,N/A,"Papangkorn Lerkchaleampote, Chutawut Phatrakampol, Oabnithi Wiwattanawarang, Chayanit Chansangavej","When a tsunami strands dozens of teens on an island at their private school, they soon realize no rescuers are coming and they must save themselves.",Thai,Thailand,N/A,https://m.media-amazon.com/images/M/MV5BNzI0MWQ5M2UtMjc4Ny00NTRkLThmNjMtMDczYjM2M2I0ODI2XkEyXkFqcGdeQXVyODc5MDgxNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,554,tt9310400,series,,,,,True,TV-MA,"November 15, 2019",http://www.flixable.com/title/80242491/,1
The Toys That Made Us,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"November 15, 2019",http://www.flixable.com/title/80161497/,
The Yard,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-MA,"November 15, 2019",http://www.flixable.com/title/81086462/,
Westside Story,2003,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"November 15, 2019",http://www.flixable.com/title/81179864/,
Clarence Clemons: Who Do I Think I Am?,2019,Not Rated,27 Apr 2019,88 min,Documentary,Nick Mead,N/A,"Clarence Clemons, Jake Clemons, Nils Lofgren, Joe Walsh",Highlights the life of the E Street band member while also showing another side not many saw when he was away from stage lights. It's an intimate portrait of a man who searched for enlightenment at the unknowingly final years of his life.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOWY1NWVlYTUtNWYyNi00NjJiLWE4OWMtNWIyMTNiNjczZGVjXkEyXkFqcGdeQXVyMzMzNzc0Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,48,tt10432050,movie,N/A,N/A,N/A,N/A,True,TV-MA,"November 14, 2019",http://www.flixable.com/title/81156627/,
Fadily Camara : La plus drôle de tes copines,2019,N/A,14 Nov 2019,54 min,Comedy,Fary Brito,N/A,Fadily Camara,N/A,French,France,N/A,https://m.media-amazon.com/images/M/MV5BMGUxYTcyMDItY2QzZS00MmIzLTg4NDEtYjNiODg0NGY1MGE4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,8,tt11168150,movie,N/A,N/A,N/A,N/A,True,TV-MA,"November 14, 2019",http://www.flixable.com/title/81096745/,
My Dear Warrior,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"November 14, 2019",http://www.flixable.com/title/81163776/,
Maradona in Mexico,2020,,,,,,,,,,,,,,,,,,,,,,,,TV-MA,"November 13, 2019",http://www.flixable.com/title/81034946/,
Chief of Staff,2019,N/A,14 Jun 2019,60 min,Drama,N/A,N/A,"Jung-jae Lee, Min-a Shin, Elliya Lee, Dong-jun Kim","As a chief of staff in the National Assembly, Jang Tae-jun influences power behind the scenes while pursuing his own ambitions to rise to the top.",Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BOWFlMTZjODAtODNiMy00YTQxLTkzNmUtZDFhMGE4MWYxNDkwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,151,tt10220476,series,,,,,True,TV-14,"November 12, 2019",http://www.flixable.com/title/81070963/,N/A
Jeff Garlin: Our Man In Chicago,2019,N/A,12 Nov 2019,58 min,Comedy,Christopher Storer,N/A,Jeff Garlin,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt11108064,movie,N/A,N/A,N/A,N/A,True,TV-MA,"November 12, 2019",http://www.flixable.com/title/81078466/,
A Single Man,2009,R,05 Feb 2010,99 min,"Drama, Romance",Tom Ford,"Christopher Isherwood (novel), Tom Ford (written for the screen by), David Scearce (written for the screen by)","Colin Firth, Julianne Moore, Nicholas Hoult, Matthew Goode","An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles.","English, Spanish",USA,Nominated for 1 Oscar. Another 39 wins & 56 nominations.,https://m.media-amazon.com/images/M/MV5BMzU5MTk4MjQ2M15BMl5BanBnXkFtZTcwNDU0MzEwMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.6,"101,625",tt1315981,movie,06 Jul 2010,"$9,098,668",The Weinstein Company,N/A,True,R,"November 11, 2019",http://www.flixable.com/title/70117297/,
